train/rewards/format_reward,train/reward,train/rewards/accuracy_reward,train/learning_rate,_step,_runtime,train/reward_std,train/loss,train/global_step,train/epoch,train/kl,train/all_wrong,train/all_correct,train/grad_norm,_timestamp,train/temporal_rewards,train/completion_length
1.0,1.8937499523162842,0.6875,1.3210548563419855e-08,138,11910.773734826,0.16249999403953552,0.0003,139,1.112,0.0069732666015625,0.25,0.5,1.7230948209762573,1774848873.888517,0.75,228.875
1.0,2.081249952316284,0.875,1.0926199633097154e-08,139,11996.293337322,0.2874999940395355,0.0003,140,1.12,0.007415771484375,0.0,0.5,2.3906214237213135,1774848959.4080935,0.75,244.75
1.0,1.8125,0.625,8.856374635655695e-09,140,12076.732384565,0.32499998807907104,0.0003,141,1.1280000000000001,0.00714111328125,0.0,0.5,2.8118510246276855,1774849039.8471544,1.0,227.125
1.0,1.7874999642372131,0.625,7.0019814647475636e-09,141,12163.894519387,0.1693375799804926,0.0003,142,1.1360000000000001,0.0071868896484375,0.25,0.5,1.940160870552063,1774849127.0092964,0.75,262.25
1.0,1.4874999523162842,0.4375,5.3638335185058335e-09,142,12250.184431951,0.5730394721031189,0.0003,143,1.144,0.00775146484375,0.0,0.0,3.0694780349731445,1774849213.29918,0.25,252.625
1.0,1.8187499046325684,0.6875,3.9426493427611175e-09,143,12329.906235347,0.4124999940395355,0.0002,144,1.152,0.005462646484375,0.0,0.25,3.0132412910461426,1774849293.021019,0.5,227.4375
1.0,1.9562499523162842,0.75,2.739052315863355e-09,144,12411.954543689,0.2874999940395355,0.0002,145,1.16,0.0056610107421875,0.0,0.5,2.3435113430023193,1774849375.0693262,0.75,222.4375
1.0,2.1374999284744263,0.875,1.7535703752478147e-09,145,12501.064495532,0.18763883411884308,0.0002,146,1.168,0.0057525634765625,0.0,0.75,2.052880048751831,1774849464.179277,1.0,233.75
1.0,2.2312499284744263,0.9375,9.866357858642205e-10,146,12598.245123419,0.1875000149011612,0.0002,147,1.176,0.0053863525390625,0.0,0.75,2.1553432941436768,1774849561.3599138,1.0,240.3125
1.0,1.8625000715255737,0.75,4.3858495057080836e-10,147,12692.073410171,0.4376388192176819,0.0003,148,1.184,0.006591796875,0.0,0.25,2.523613691329956,1774849655.1882172,0.5,245.0625
1.0,1.9749999642372131,0.75,1.0965826257725019e-10,148,12771.338029365,0.0,0.0003,149,1.192,0.0076141357421875,0.25,0.75,0.07374369353055954,1774849734.452805,1.0,173.6875
1.0,2.068749964237213,0.8125,0.0,149,12863.088456829,0.1875000149011612,0.0003,150,1.2,0.0070343017578125,0.0,0.75,2.2939932346343994,1774849826.2032485,1.0,258.3125
,,,,150,12894.145313621,,,150,1.2,,,,,1774849857.2602108,,
